cod_modulo,id_ra,id_criterio,definicion
439,3,c,Se han identificado los diferentes tipos de tributos. d) Se han discriminado sus principales características.
439,3,e,Se ha diferenciado entre impuestos directos e indirectos.
439,3,f,Se han identificado los elementos de la declaración-liquidación.
439,3,g,Se han reconocido las formas de extinción de las deudas tributarias
439,4,a,Se han definido las obligaciones fiscales de la empresa. b) Se ha precisado la necesidad de alta en el censo.
439,4,c,Se han reconocido las empresas sujetas al pago del Impuesto de Actividades Económicas
439,4,d,Se han reconocido las características generales del Impuesto sobre el Valor añadido y sus diferentes regímenes.
439,4,e,"Se han interpretado los modelos de liquidación del IVA, reconociendo los plazos de declaración-liquidación."
439,4,f,Se ha reconocido la naturaleza y ámbito de aplicación del Impuesto sobre la Renta de las Personas Físicas.
439,4,g,"Se han cumplimentado los modelos de liquidación de IRPF, reconociendo los plazos de declaración-liquidación."
439,4,h,Se ha identificado la naturaleza y los elementos del impuesto de sociedades
439,5,a,Se ha identificado el marco jurídico en el que se integran las Administraciones Públicas
439,5,b,Se han reconocido las organizaciones que componen las diferentesAdministraciones
439,5,c,Se han interpretado las relaciones entre las diferentes Administraciones Públicas. d) Se han obtenido diversas informaciones de las Administraciones Públicas por las
439,5,di,versas vías de acceso a las mismas y relacionado éstas en un informe.
439,5,e,Se han precisado las distintas formas de relación laboral en la Administración
439,5,f,Se han utilizado las fuentes de información relacionadas con la oferta de empleo público para reunir datos significativos sobre ésta
439,6,a,Se ha definido el concepto de acto administrativo.
439,6,b,Se han clasificado los diferentes actos administrativos.
439,6,c,"Se ha definido el proceso administrativo, sus tipos, fases y tipos de silencio. d) Se han precisado los diferentes tipos de contratos administrativos."
439,6,e,Se ha definido el concepto de recurso administrativo y diferenciado sus tipos. f) Se han identificado los actos recurribles y no recurribles.
439,6,g,Se han diferenciado los diferentes tipos de recursos administrativos.
439,6,h,Se han verificado las condiciones para la interposición de un recurso administrativo.
439,6,i,Se ha precisado los diferentes órganos de la jurisdicción contencioso-administrativa y su ámbito de aplicación.
439,7,a,Se han observado las normas de presentación de documentos ante la administración
439,7,b,Se han reconocido las funciones de los Archivos Públicos.
439,7,c,Se ha solicitado determinada información en un Registro Público.
439,7,d,"Se ha reconocido el derecho a la información, atención y participación del ciudadano."
439,7,e,"Se ha accedido a las oficinas de información y atención al ciudadano por vías como las páginas web, ventanillas únicas y atención telefónica para obtener información relevante y relacionarla en un informe tipo."
439,7,f,Se han identificado y descrito los límites al derecho a la información relacionados con los datos en poder de las Administraciones Públicas sobre los administrados.
440,1,a,Se han organizado los elementos y espacios de trabajo. b) Se ha mantenido la posición corporal correcta.
440,1,c,Se ha identificado la posición correcta de los dedos en las filas del teclado alfanumérico.
440,1,d,Se han precisado las funciones de puesta en marcha del terminal informático.
440,1,e,Se han empleado coordinadamente las líneas del teclado alfanumérico y las teclas de signos y puntuación.
440,1,f,Se ha utilizado el método de escritura al tacto en párrafos de dificultad progresiva y en tablas sencillas.
440,1,g,Se ha utilizado el método de escritura al tacto para realizar textos en inglés.
440,1,h,Se ha controlado la velocidad (mínimo de 200 p.p.m.) y la precisión (máximo una falta por minuto) con la ayuda de un programa informático.
440,1,i,Se han aplicado las normas de presentación de los distintos documentos de texto.
440,1,j,Se han localizado y corregido los errores mecanográficos.
440,2,a,Se han identificado los requisitos mínimos y óptimos para el funcionamiento de la aplicación.
440,2,b,Se han identificado y establecido las fases del proceso de instalación y actualización.
440,2,c,Se han respetado las especificaciones técnicas del proceso de instalación. d) Se han configurado las aplicaciones según los criterios establecidos.
440,2,e,Se han documentado las incidencias y el resultado final.
440,2,f,Se han solucionado problemas en la instalación o integración con el sistema informático.
440,2,g,Se han eliminado y/o añadido componentes de la instalación en el equipo. h) Se han respetado las licencias software
440,3,a,"Se han utilizado los diversos tipos de datos y referencia para celdas, rangos, hojas y libros."
440,3,b,Se han aplicado fórmulas y funciones.
440,3,c,Se han generado y modificado gráficos de diferentes tipos.
440,3,d,Se han empleado macros para la realización de documentos y plantillas.
440,3,e,Se han importado y exportado hojas de cálculo creadas con otras aplicaciones y en otros formatos.
440,3,f,"Se ha utilizado la hoja de cálculo como base de datos: formularios, creación de listas, filtrado, protección y ordenación de datos."
440,3,g,"Se ha utilizado aplicaciones y periféricos para introducir textos, números, códigos e imágenes"
440,4,a,"Se han utilizado las funciones, prestaciones y procedimientos de los procesadores de textos y autoedición."
440,4,b,Se han identificado las características de cada tipo de documento.
440,4,c,Se han redactado documentos de texto con la destreza adecuada y aplicando las normas de estructura.
440,4,d,Se han confeccionado plantillas adaptadas a los documentos administrativos tipo.
440,4,e,"Se han integrado objetos, gráficos, tablas y hojas de cálculo, e hipervínculos entre otros."
440,4,f,Se han detectado y corregido los errores cometidos.
440,4,g,Se ha recuperado y utilizado la información almacenada.
440,4,h,"Se han utilizado las funciones y utilidades que garanticen las normas de seguridad, integridad y confidencialidad de los datos."
440,5,a,Se han identificado los elementos de las bases de datos relacionales. b) Se han creado bases de datos ofimáticas.
440,5,c,"Se han utilizado las tablas de la base de datos (insertar, modificar y eliminar registros)."
440,5,d,Se han utilizado asistentes en la creación de consultas.
440,5,e,Se han utilizado asistentes en la creación de formularios. f) Se han utilizado asistentes en la creación de informes.
440,5,g,Se ha realizado búsqueda y filtrado sobre la información almacenada.
440,6,a,Se han analizado los distintos formatos de imágenes.
440,6,b,Se ha realizado la adquisición de imágenes con periféricos.
440,6,c,"Se ha trabajado con imágenes a diferentes resoluciones, según su finalidad. d) Se han importado y exportado imágenes en diversos formatos."
440,6,e,Se han reconocido los elementos que componen una secuencia de video. f) Se han analizado los tipos de formatos y «codecs» más empleados.
440,6,g,Se han importado y exportado secuencias de vídeo.
440,6,h,Se han capturado secuencias de vídeo con recursos adecuados.
440,6,i,Se han elaborado guías básicas de tratamiento de imágenes y vídeo.
440,7,a,Se han identificado las opciones básicas de las aplicaciones de presentaciones.
440,7,b,Se reconocen los distintos tipos de vista asociados a una presentación.
440,7,c,"Se han aplicado y reconocido las distintas tipografías y normas básicas de composición, diseño y utilización del color."
440,7,e,Se han diseñado plantillas de presentaciones.
440,7,f,Se han creado presentaciones.
440,8,a,Se han utilizado periféricos para ejecutar presentaciones
440,8,b,Se han analizado las necesidades básicas de gestión de correo y agenda electrónica.
440,8,c,Se han configurado distintos tipos de cuentas de correo electrónico.
440,8,d,Se han conectado y sincronizado agendas del equipo informático con dispositivos móviles.
440,8,e,Se ha operado con la libreta de direcciones.
440,8,f,"Se ha trabajado con todas las opciones de gestión de correo electrónico (etiquetas, filtros, carpetas y otros)."
440,8,g,Se han utilizado opciones de agenda electrónica
441,1,a,Se han identificado las fases del ciclo económico de la actividad empresarial.
441,1,b,"Se ha diferenciado entre inversión/financiación, inversión/gasto, gasto/pago e ingreso/cobro."
441,1,c,Se han distinguido los distintos sectores económicos basándose en la diversa tipología de actividades que se desarrollan en ellos.
441,1,d,"Se han definido los conceptos de patrimonio, elemento patrimonial y masa patrimonial."
441,1,e,"Se han identificado las masas patrimoniales que integran el activo, el pasivo exigible y el patrimonio neto."
441,1,f,Se ha relacionado cada masa patrimonial con las fases del ciclo económico de la actividad empresarial.
441,1,g,Se han ordenado en masas patrimoniales un conjunto de elementos patrimoniales.
441,2,a,Se ha distinguido las fases del ciclo contable completo adaptándolas a la legislación española
441,2,b,Se ha descrito el concepto de cuenta como instrumento para representar los distintos elementos patrimoniales y hechos económicos de la empresa.
441,2,c,Se han descrito las características más importantes del método de contabilización por partida doble.
441,2,d,Se han reconocido los criterios de cargo y abono como método de registro de las modificaciones del valor de los elementos patrimoniales.
441,2,e,Se ha reconocido la importancia del balance de comprobación como instrumento básico para la identificación de errores y omisiones en las anotaciones de las cuentas.
441,2,f,Se han diferenciando las cuentas de ingresos y gastos. g) Se ha definido el concepto de resultado contable.
441,2,h,Se han descrito las funciones de los asientos de cierre y apertura.
441,2,i,"Se ha establecido la función del balance de situación, de las cuentas de pérdidas y ganancias y de la memoria."
441,3,a,Se ha relacionado la normativa mercantil con el PGC.
441,3,b,Se ha reconocido el PGC como instrumento de armonización contable. c) Se han identificado las distintas partes del PGC-PYME.
441,3,d,Se han identificado los principios contables establecidos en el marco conceptual del plan.
441,3,e,Se han diferenciado las partes del PGC-PYME que son obligatorias de las que no lo son.
441,3,f,Se ha descrito el sistema de codificación establecido en el PGC-PYME y su función en la asociación y desglose de la información contable.
441,3,g,Se han codificado un conjunto de elementos patrimoniales de acuerdo con los criterios del PGC-PYME.
441,3,h,Se han identificado las cuentas anuales que establece el PGC-PYME.
441,3,i,Se han identificado las cuentas que corresponden a los elementos patrimoniales.
441,4,a,Se han identificado las cuentas patrimoniales que intervienen en las operaciones básicas de las empresas.
441,4,b,Se han identificado las cuentas de gestión que intervienen en las operaciones básicas de las empresas.
441,4,c,Se han codificado las cuentas conforme al PGC-PYME.
441,4,d,"Se han determinado qué cuentas se cargan y cuáles se abonan, según el PGC- PYME."
441,4,e,Se han efectuado los asientos correspondientes a los hechos contables.
441,4,f,Se han realizado las operaciones contables correspondientes a un ejercicio económico básico.
441,4,g,"Se ha efectuado el procedimiento de acuerdo con los principios de responsabilidad, seguridad y confidencialidad de la información."
441,5,a,"Se han realizado las altas y bajas de las cuentas y subcuentas codificadas que proceden de la documentación soporte, siguiendo los procedimientos establecidos."
441,5,b,Se han propuesto altas y bajas de códigos y conceptos en asientos predefinidos siguiendo los procedimientos establecidos
441,5,c,Se han introducido conceptos codificados en la aplicación informática siguiendo los procedimientos establecidos.
441,5,d,Se han ejecutado las bajas de los conceptos codificados con la autorización correspondiente.
441,5,e,Se han introducido los asientos predefinidos en la aplicación informática siguiendo los procedimientos establecidos.
441,5,f,Se ha introducido la información que corresponde a cada campo en el asiento de acuerdo con la naturaleza económica de la operación.
441,5,g,"Se han resuelto los imprevistos que puedan surgir durante la utilización de la aplicación, recurriendo a la ayuda del programa, a la ayuda on-line o al servicio de atención al cliente de la empresa creadora del software."
441,5,h,"Se ha realizado copia de seguridad de las cuentas, saldos y sus movimientos respectivos, así como de la colección de apuntes predefinidos."
441,5,i,"Se ha seguido el plan de acción para la custodia en lugar y soporte adecuado y la Gestión Administrativa de la copia de seguridad, en tiempo y con los métodos adecuados."
442,1,a,Se han descrito los aspectos principales de la organización de las relaciones laborales
442,1,b,"Se han relacionado las funciones y tareas del departamento de recursos humanos, así como las principales políticas de gestión del capital humano de las organizaciones."
442,1,c,Se han identificado las técnicas habituales de captación y selección.
442,1,d,"Se han caracterizado las labores de apoyo en la ejecución de pruebas y entrevistas en un proceso de selección, utilizado los canales convencionales o telemáticos."
442,1,e,"Se han identificado los recursos necesarios, tiempos y plazos, para realizar un proceso de selección de personal."
442,1,f,"Se ha recopilado la información de las acciones formativas, junto con los informes cuantitativos –documental e informático– de cada uno de los participantes y elaborado informes apropiados."
442,1,g,"Se ha mantenido actualizada la información sobre formación, desarrollo y compensación y beneficios, así como de interés general para los empleados en la base de datos creada para este fin."
442,1,h,Se ha recopilado la información necesaria para facilitar la adaptación de los trabajadores al nuevo empleo.
442,1,i,"Se han realizado consultas de las bases de datos con los filtros indicados, elaborando listados e informes sobre diversos datos de gestión de personal."
442,1,j,"Se han aplicado los criterios, normas y procesos de calidad establecidos, contribuyendo a una gestión eficaz."
442,2,a,Se han descrito las características de los planes de formación continua así como las de los planes de carrera de los empleados
442,2,b,"Se ha preparado la documentación necesaria para una actividad de formación, tal como manuales, listados, horarios y hojas de control."
442,2,c,"Se han identificado y contactado las entidades de formación más cercanas o importantes, preferentemente por medios telemáticos, para proponer ofertas de formación en un caso empresarial dado."
442,2,d,Se han clasificado las principales fuentes de subvención de la formación en función de su cuantía y requisitos.
442,2,e,Se han organizado listados de actividades de formación y reciclaje en función de programas subvencionados.
442,2,f,"Se ha recopilado la información de las acciones formativas, junto con los informes cuantitativos –documental e informático– de cada uno de los participantes."
442,2,g,"Se ha actualizado la información sobre formación, desarrollo y compensación y beneficios, así como de interés general para los empleados en los canales de comunicación internos."
442,2,h,Se han actualizado las bases de datos de gestión de personal.
442,2,i,"Se han realizado consultas básicas de las bases de datos con los filtros indicados, elaborando listados e informes."
442,2,j,"Se ha aplicado a su nivel la normativa vigente de protección de datos en cuanto a seguridad, confidencialidad, integridad, mantenimiento y accesibilidad a la información"
442,3,a,"Se han definido los aspectos más relevantes de las condiciones laborales establecidas en la Constitución, Estatuto de los Trabajadores, Convenios Colectivos y contratos."
442,3,b,Se han reconocido las fases del proceso de contratación y los tipos de contratos laborales más habituales según la normativa laboral.
442,3,c,Se han cumplimentado los contratos laborales.
442,3,d,Se han obtenido documentos oficiales utilizando la página web de los organismos públicos correspondientes.
442,3,e,Se han definido los procesos de afiliación y alta en la Seguridad Social.
442,3,f,"Se han obtenido las tablas, baremos y referencias sobre las condiciones laborales: convenio colectivo, bases y tipos de cotización a la Seguridad Social y retenciones del IRPF."
442,3,g,"Se han aplicado las normas de cotización de la Seguridad Social referentes a condiciones laborales, plazos de pago y fórmulas de aplazamiento."
442,3,h,"Se han identificado las causas y procedimientos de modificación, suspensión y extinción del contrato de trabajo según la normativa vigente, así como identificado los elementos básicos del finiquito."
442,3,i,Se ha registrado la información generada en los respectivos expedientes de personal.
442,3,j,"Se han seguido criterios de plazos, confidencialidad, seguridad y diligencia en la gestión y conservación de la información."
442,4,a,Se han identificado los conceptos de retribución y cotización del trabajador y diferenciado los tipos de retribución más comunes
442,4,b,"Se ha identificado la estructura básica del salario y los distintos tipos de percepciones salariales, no salariales, las de periodicidad superior al mes y extraordinarias."
442,4,c,Se ha calculado el importe las bases de cotización en función de las percepciones salariales y las situaciones más comunes que las modifican.
442,4,d,Se han calculado y cumplimentado el recibo de salario y documentos de cotización.
442,4,e,"Se han tenido en cuenta los plazos establecidos para el pago de cuotas a la Seguridad Social y retenciones, así como las fórmulas de aplazamiento según los casos. f) Se han obtenido los recibos de salario, documentos de cotización y listados de"
442,4,co,ntrol.
442,4,g,"Se han creado los ficheros de remisión electrónica, tanto para entidades financieras como para la administración pública."
442,4,h,Se han valorado las consecuencias de no cumplir con los plazos previstos en la presentación de documentación y pago.
442,4,i,Se han realizado periódicamente copias de seguridad informáticas para garantizar la conservación de los datos en su integridad.
442,5,a,Se han determinado los aspectos básicos de las relaciones laborales en cuanto a sus comunicaciones internas.
442,5,b,"Se han elaborado los formularios de recogida de datos sobre el control presencial, incapacidad temporal, permisos, vacaciones y similares."
442,5,c,"Se han realizado cálculos y estadísticas sobre los datos anteriores, utilizado hojas de cálculo y formatos de gráficos."
442,5,d,"Se han elaborado informes básicos del control de presencia, utilizando aplicaciones de proceso de texto y presentaciones."
442,5,e,Se ha realizado el seguimiento de control de presencia para conseguir la eficiencia de la empresa.
442,5,f,Se han realizado periódicamente copias de seguridad periódicas de las bases de datos de empleados.
442,6,a,Se han diferenciado los principios básicos de un modelo de gestión de calidad.
442,6,b,Se ha valorado la integración de los procesos de recursos humanos con otros procesos administrativos de la empresa.
442,6,c,Se han aplicado las normas de prevención de riesgos laborales en el sector.
442,6,d,Se han aplicado los procesos para minimizar el impacto ambiental de su actividad.
442,6,e,"Se ha aplicado en la elaboración y conservación de la documentación las técnicas 3R –Reducir, Reutilizar, Reciclar."
443,1,a,Se han identificado los diferentes tipos de documentos soporte que son objeto de registro contable.
443,1,b,"Se ha comprobado que la documentación soporte recibida contiene todos los registros de control interno establecidos –firma, autorizaciones u otros– para su registro contable."
443,1,c,Se han efectuado propuestas para la subsanación de errores.
443,1,d,Se ha clasificado la documentación soporte de acuerdo a criterios previamente establecidos.
443,1,e,Se ha efectuado el procedimiento de acuerdo con los principios de seguridad y confidencialidad de la información.
443,1,f,Se ha archivado la documentación soporte de los asientos siguiendo procedimientos establecidos.
443,1,g,Se ha mantenido un espacio de trabajo con el grado apropiado de orden y limpieza
443,2,a,Se han identificado las cuentas que intervienen en las operaciones más habituales de las empresas.
443,2,b,Se han codificado las cuentas conforme al PGC.
443,2,c,"Se han determinado qué cuentas se cargan y cuáles se abonan, según el PGC."
443,2,d,Se han efectuado los asientos correspondientes a los hechos contables más habituales.
443,2,e,Se han cumplimentado los distintos campos del libro de bienes de inversión por medios manuales y/o informáticos.
443,2,f,Se han contabilizado las operaciones relativas a la liquidación de IVA.
443,2,g,Se han realizado las copias de seguridad según el protocolo establecido para salvaguardar los datos registrados.
443,2,h,"Se ha efectuado el procedimiento de acuerdo con los principios de responsabilidad, seguridad y confidencialidad de la información."
443,3,a,Se han identificado los hechos económicos que originan una anotación contable. b) Se ha introducido correctamente la información derivada de cada hecho económico
443,3,en,la aplicación informática de forma cronológica.
443,3,c,Se han obtenido periódicamente los balances de comprobación de sumas y saldos.
443,3,d,Se han calculado las operaciones derivadas de los registros contables que se ha de realizar antes del cierre del ejercicio económico.
443,3,e,"Se ha introducido correctamente en la aplicación informática las amortizaciones correspondientes, las correcciones de valor reversibles y la regularización contable que corresponde a un ejercicio económico concreto."
443,3,f,Se ha obtenido con medios informáticos el cálculo del resultado contable y el balance de situación final.
443,3,g,Se ha preparado la información económica relevante para elaborar la memoria de la empresa para un ejercicio económico concreto.
443,3,h,Se ha elaborado la memoria de la empresa para un ejercicio económico concreto.
443,3,i,"Se ha verificado el funcionamiento del proceso, contrastando los resultados con los datos introducidos."
443,4,a,Se han verificado los saldos de las cuentas deudoras y acreedoras de las administraciones públicas con la documentación laboral y fiscal.
443,4,b,Se han cotejado periódicamente los saldos de los préstamos y créditos con la documentación soporte.
443,4,c,Se han circularizado los saldos de clientes y proveedores de acuerdo a las normas internas recibidas.
443,4,d,Se han comprobado los saldos de la amortización acumulada de los elementos del inmovilizado acorde con el manual de procedimiento.
443,4,e,Se han efectuado los punteos de las diversas partidas o asientos para efectuar las comprobaciones de movimientos o la integración de partidas
443,4,f,"Se han efectuado las correcciones adecuadas a través de la conciliación bancaria para que, tanto los libros contables como el saldo de las cuentas, reflejen las mismas cantidades."
443,4,g,Se ha comprobado el saldo de las cuentas como paso previo al inicio de las operaciones de cierre del ejercicio.
443,4,h,Se han comunicado los errores detectados según el procedimiento establecido.
443,4,i,Se han utilizado aplicaciones informáticas para la comprobación de los registros contables.
443,4,j,Se ha efectuado el procedimiento de acuerdo con los principios de seguridad y confidencialidad de la información.
446,1,a,Se han identificado las características internas y externas de la empresa creada en el aula
446,1,b,"Se han identificado los elementos que constituyen la red logística de la empresa creada: proveedores, clientes, sistemas de producción y/o comercialización, almacenaje, y otros."
446,1,c,Se han identificado los procedimientos de trabajo en el desarrollo del proceso productivo o comercial.
446,1,d,"Se han relacionado características del mercado, tipo de clientes y proveedores y su posible influencia en el desarrollo de la actividad empresarial."
446,1,e,Se ha valorado la polivalencia de los puestos de trabajo administrativos en el desarrollo de la actividad de la empresa.
446,1,f,"Se ha integrado en la empresa creada en el aula, describiendo su relación con el sector, su estructura organizativa y las funciones de cada departamento."
446,2,a,Se han utilizado la forma y técnicas adecuadas en la atención y asesoramiento a clientes internos y externos con la empresa.
446,2,b,Se ha mantenido una actitud correcta en la atención y asesoramiento a clientes internos y externos con la empresa.
446,2,c,Se ha transmitido la información de forma clara y precisa. d) Se ha utilizado el tratamiento protocolario adecuado.
446,2,e,Se han identificado emisor y receptor en una conversación telefónica o presencial.
446,2,f,Se ha identificado al remitente y destinatario en comunicaciones escritas recibidas.
446,2,g,Se ha registrado la información relativa a las consultas realizadas en la herramienta de gestión de la relación con el cliente.
446,2,h,Se han aplicado técnicas de negociación básicas con clientes y proveedores.
446,3,a,Se han aplicado procedimientos adecuados para la obtención de información necesaria en la gestión de control de calidad del servicio prestado.
446,3,b,Se ha tramitado correctamente la información ante la persona o departamento de la empresa que corresponda.
446,3,c,Se han aplicado las técnicas de organización de la información. d) Se ha analizado y sintetizado la información suministrada.
446,3,e,"Se ha manejado como usuario la aplicación informática de control y seguimiento de clientes, proveedores y otros."
446,3,f,Se han aplicado las técnicas de archivo manuales e informáticas predecididas
446,4,a,Se han ejecutado las tareas administrativas del área de aprovisionamiento de la empresa.
446,4,b,Se han ejecutado las tareas administrativas del área comercial de la empresa.
446,4,c,Se han ejecutado las tareas administrativas del área de recursos humanos de la empresa.
446,4,d,Se han ejecutado las tareas administrativas del área de contabilidad de la empresa.
446,4,e,Se han ejecutado las tareas administrativas del área financiera de la empresa
446,4,f,Se han ejecutado las tareas administrativas del área fiscal de la empresa.
446,4,g,Se ha aplicado la normativa vigente.
446,5,a,Se ha elaborado y/o actualizado el catálogo de productos de la empresa.
446,5,b,"Se ha manejado la base de datos de proveedores, comparando ofertas y estableciendo negociaciones de condiciones de compras."
446,5,c,Se han elaborado y/o actualizado las fichas de los clientes. d) Se han elaborado listas de precios.
446,5,e,Se han confeccionado ofertas.
446,5,f,Se han identificado los canales de comercialización más frecuentes en la actividad específica.
446,6,a,Se han identificado la naturaleza y el origen de los problemas y reclamaciones.
446,6,b,"Se ha identificado la documentación que se utiliza para recoger una reclamación. c) Se han aplicado técnicas de comportamiento asertivo, resolutivo y positivo."
446,6,d,Se han buscado y propuesto soluciones a la resolución de los problemas.
446,6,e,) Se ha seguidol procesostablecido para una reclamación.
446,6,f,Se ha verificado que el proceso de reclamación se ha seguido íntegramente.
446,7,a,Se ha mantenido una actitud de respeto al profesor-gerente y a los compañeros.
446,7,b,Se han cumplido las órdenes recibidas.
446,7,c,Se ha mantenido una comunicación fluida con los compañeros. d) Se han expuesto opiniones y puntos de vista ante una tarea.
446,7,e,Se ha valorado la organización de la propia tarea.
446,7,f,Se ha complementado el trabajo entre los compañeros.
446,7,g,Se ha transmitido la imagen de la empresa.
446,7,h,Se ha realizado cada tarea con rigurosidad y corrección para obtener un resultado global satisfactorio
446,7,i,Se han respetado las normas establecidas y la cultura empresarial.
446,7,j,"Se ha mantenido una actitud proactiva, participando en el grupo y desarrollando iniciativa emprendedora."
446,1,b,) Se ha diferenciado los flujos de entrada y salida de tesorería: cobros y pagos y la documentación relacionada con éstos.
446,1,g,"Se ha relacionado el servicio de tesorería y el resto de departamentos, empresas y entidades externas."
446,1,h,"Se han utilizado medios telemáticos, de administración electrónica y otros sustitutivos de la presentación física de los documentos."
446,1,i,"Se han efectuado los procedimientos de acuerdo con los principios de responsabilidad, seguridad y confidencialidad de la información."
446,2,d,Se han relacionado las funciones principales de cada uno de los intermediarios financieros.
446,2,i,Se han operado medios telemáticos de banca on-line y afines.
446,2,j,"Se han cumplimentado diversos documentos relacionados con la contratación, renovación y cancelación de productos financieros habituales en la empresa."
446,3,d,Se han descrito las implicaciones que tienen el tiempo y el tipo de interés en este tipo de operaciones.
446,3,g,Se han identificado los servicios básicos que ofrecen los intermediarios financieros bancarios y los documentos necesarios para su contratación.
446,4,h,Se han comparado productos financieros bajo las variables coste/rentabilidad.
446,4,i,Se han utilizado herramientas informáticas específicas del sistema operativo bancario
647,1,a,Se han identificado los poderes públicos establecidos en la Constitución española y sus respectivas funciones.
647,1,b,"Se han determinado los órganos de gobierno de cada uno de los poderes públicos así como sus funciones, conforme a su legislación específica."
647,1,c,Se han identificado los principales órganos de gobierno del poder ejecutivo de las administraciones autonómicas y locales así como sus funciones.
647,1,d,Se han definido la estructura y funciones básicas de las principales instituciones de la Unión Europea.
647,1,e,Se han descrito las funciones o competencias de los órganos y la normativa aplicable a los mismos.
647,1,f,"Se han descrito las relaciones entre los diferentes órganos de la Unión Europea y el resto de las Administraciones nacionales, así como la incidencia de la normativa europea en la nacional."
647,2,a,Se han reconocido las fuentes del Derecho de acuerdo con el ordenamiento jurídico.
647,2,b,"Se han precisado las características de las normas jurídicas y de los órganos que las elaboran, dictan, aprueban y publican."
647,2,c,"Se han relacionado las leyes con el resto de normas que las desarrollan,"
647,2,id,entificando los órganos responsables de su aprobación y tramitación.
647,2,d,"Se ha identificado la estructura de los boletines oficiales, incluido el diario oficial"
647,2,de,"la Unión Europea, como medio publicidad las normas."
647,2,e,"Se han seleccionado distintas fuentes o bases de datos de documentación jurídica tradicionales y/o en Internet, estableciendo accesos directos a las mismas para agilizar los procesos de búsqueda y localización de información."
647,2,f,"Se ha detectado la aparición de nueva normativa, jurisprudencia, notificaciones, etc., consultando habitualmente las bases de datos jurídicas que puedan afectar a la entidad."
647,2,g,"Se ha archivado la información encontrada en los soportes o formatos establecidos, para posteriormente trasmitirla a los departamentos correspondientes de la organización."
647,3,a,Se han identificado las diferencias y similitudes entre las distintas formas jurídicas de empresa.
647,3,b,Se ha determinado el proceso de constitución de una sociedad mercantil y se ha indicado la normativa mercantil aplicable y los documentos jurídicos que se generan.
647,3,c,"Se han precisado las funciones de los fedatarios y los registros públicos, y la estructura y características de los documentos públicos habituales en el ámbito de los negocios."
647,3,d,"Se han descrito y analizado las características y los aspectos más significativos de los modelos de documentos más habituales en la vida societaria: estatutos, escrituras y actas, entre otros."
647,3,e,"Se han elaborado documentos societarios a partir de los datos aportados, modificando y adaptando los delos disponibles."
647,3,f,"Se ha reconocido la importancia de la actuación de los fedatarios en la elevación a público de los documentos, estimando las consecuencias de no realizar los trámites oportunos."
647,3,g,Se han determinado las peculiaridades de la documentación mercantil acorde al objeto social de la empresa.
647,3,h,Se ha verificado el cumplimiento de las características y requisitos formales de los libros de la sociedad exigidos por la normativa mercantil.
647,4,a,Se ha descrito el concepto de contrato y la capacidad para contratar según la normativa española.
647,4,b,Se han identificado las distintas modalidades de contratación y sus características.
647,4,c,Se han identificado las normas relacionadas con los distintos tipos de contratos del ámbito empresarial.
647,4,d,"Se ha recopilado y cotejado la información y documentación necesaria para la cumplimentación de cada contrato, de acuerdo con las instrucciones recibidas."
647,4,e,"Se han cumplimentado los modelos normalizados, utilizando aplicaciones informáticas, de acuerdo con la información recopilada y las instrucciones recibidas."
647,4,f,"Se han verificado los datos de cada documento, comprobando el cumplimiento y exactitud de los requisitos contractuales y legales."
647,4,g,Se ha valorado la utilización de la firma digital y certificados de autenticidad en la elaboración de los documentos que lo permitan.
647,4,h,Se han aplicado las normas de seguridad y confidencialidad de la información en el uso y la custodia de los documentos.
647,5,a,Se han definido el concepto y fases del procedimiento administrativo común de acuerdo con la normativa aplicable.
647,5,b,"Se han determinado las características, requisitos legales y de formato de los documentos oficiales más habituales, generados en cada una de las fases del procedimiento administrativo y recursos ante lo contencioso-administrativo."
647,5,c,"Se ha recopilado la información necesaria para la elaboración de la documentación administrativa o judicial, de acuerdo con los objetivos del documento."
647,5,d,"Se han cumplimentado los impresos, modelos o documentación tipo, de acuerdo con los datos e información disponible y los requisitos legales establecidos."
647,5,e,"Se ha valorado la importancia de los plazos de formulación de la documentación. f) Se han preparado las renovaciones o acciones periódicas derivadas de las obligaciones con las administraciones públicas, para su presentación al organismo correspondiente."
647,5,g,"Se han descrito las características de la firma electrónica, sus efectos jurídicos, el proceso para su obtención y la normativa estatal y europea que la regula."
647,5,h,Se ha establecido el procedimiento para la solicitud de la certificación electrónica para la presentación de los modelos oficiales por vía telemática.
647,5,i,Se han descrito los derechos de las corporaciones y los ciudadanos en relación con la presentación de documentos ante la Administración.
647,5,j,"Se han determinado los trámites y presentación de documentos tipo en los procesos y procedimientos de contratación pública y concesión de subvenciones, según las bases de las convocatorias y la normativa de aplicación."
647,5,k,"Se han determinado las condiciones de custodia de los documentos y expedientes relacionados con las administraciones públicas, garantizando su conservación e integridad."
648,1,a,"Se han determinado las diferentes actividades realizadas en la empresa, las personas implicadas y su responsabilidad en las mismas."
648,1,b,Se han identificado claramente las variables éticas y culturales de las organizaciones.
648,1,c,Se han evaluado las implicaciones entre competitividad empresarial y comportamiento ético.
648,1,d,"Se han definido estilos éticos de adaptación a los cambios empresariales, a la globalización y a la cultura social presente."
648,1,e,Se han seleccionado indicadores para el diagnóstico de las relaciones de las empresas y los interesados (stakeholders).
648,1,f,"Se han determinado elementos de mejora de las comunicaciones de las organizaciones externas e internas que promuevan la transparencia, la cooperación y la confianza."
